Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Ship Time
2,Consumer,Oceania,Office Supplies,Labels,22.5,2,0.0,9.0,2.15,3,5
3,Corporate,Oceania,Office Supplies,Binders,61.704,2,0.4,-1.0560000000000045,2.15,3,5
3,Consumer,Oceania,Furniture,Furnishings,25.200000000000003,1,0.0,5.5200000000000005,2.15,3,6
3,Consumer,West,Office Supplies,Paper,33.9,5,0.0,15.594,2.15,3,4
3,Consumer,Central,Office Supplies,Envelopes,26.22,3,0.0,12.3234,2.15,3,4
2,Corporate,West,Office Supplies,Binders,18.56,4,0.2,6.496,2.15,3,5
2,Corporate,West,Office Supplies,Art,18.24,3,0.0,5.289599999999998,2.15,1,2
3,Home Office,East,Office Supplies,Binders,52.064,4,0.2,18.8732,2.15,3,6
3,Consumer,West,Office Supplies,Paper,15.54,3,0.0,7.614599999999999,2.15,1,4
0,Home Office,West,Technology,Phones,35.984,2,0.2,4.497999999999996,2.15,3,2
3,Consumer,West,Office Supplies,Supplies,47.992,7,0.2,3.5994,2.15,3,6
2,Consumer,Central,Office Supplies,Paper,12.96,2,0.0,6.2208000000000006,2.15,1,2
3,Consumer,Africa,Office Supplies,Storage,48.0,1,0.0,15.84,2.15,3,5
2,Corporate,Africa,Office Supplies,Paper,33.93,1,0.0,13.89,2.15,3,2
2,Home Office,Africa,Office Supplies,Art,26.4,2,0.0,0.48,2.15,1,3
3,Home Office,EMEA,Office Supplies,Binders,29.04,4,0.0,10.08,2.15,3,5
3,Home Office,Africa,Technology,Accessories,38.52,1,0.0,7.290000000000001,2.15,3,5
3,Home Office,Africa,Office Supplies,Labels,49.5,6,0.0,6.840000000000001,2.15,3,6
2,Corporate,EMEA,Office Supplies,Art,41.664,4,0.6,-27.09599999999999,2.15,3,4
3,Corporate,Central,Office Supplies,Labels,50.81999999999999,7,0.0,16.659999999999997,2.147,3,4
3,Consumer,Central,Office Supplies,Envelopes,26.880000000000003,5,0.4,-6.319999999999999,2.145,3,5
3,Consumer,Central,Office Supplies,Paper,20.88,3,0.4,-2.460000000000001,2.145,3,5
2,Corporate,Central,Office Supplies,Binders,20.44,2,0.0,2.44,2.143,3,2
3,Consumer,Caribbean,Office Supplies,Paper,11.12,1,0.0,4.66,2.143,2,7
2,Consumer,Caribbean,Office Supplies,Fasteners,22.96,2,0.0,0.8800000000000001,2.1420000000000003,3,5
3,Corporate,North,Office Supplies,Labels,95.76,7,0.0,33.39,2.14,3,4
3,Consumer,North,Office Supplies,Art,26.955,1,0.5,-14.564999999999998,2.14,2,6
3,Consumer,Central,Office Supplies,Art,38.400000000000006,2,0.0,8.82,2.14,3,6
3,Consumer,North,Office Supplies,Envelopes,26.01,3,0.5,-11.97,2.14,2,6
3,Home Office,Central,Office Supplies,Binders,30.3,2,0.0,4.199999999999999,2.14,3,4
3,Consumer,South,Office Supplies,Labels,32.129999999999995,3,0.0,5.13,2.14,3,5
2,Consumer,North,Office Supplies,Labels,11.34,1,0.0,1.6800000000000002,2.14,1,2
3,Consumer,North,Office Supplies,Fasteners,23.04,4,0.5,-4.68,2.14,3,7
3,Consumer,Central,Office Supplies,Binders,27.24,4,0.0,7.56,2.14,3,4
3,Home Office,North,Office Supplies,Art,24.96,1,0.5,-8.490000000000002,2.14,1,4
3,Corporate,Central,Office Supplies,Paper,54.26999999999999,3,0.0,17.28,2.14,3,4
0,Home Office,Central,Office Supplies,Fasteners,19.410000000000004,1,0.0,8.91,2.14,3,1
3,Consumer,Central,Office Supplies,Fasteners,53.99999999999999,5,0.0,8.100000000000001,2.14,3,6
3,Corporate,Central,Office Supplies,Storage,23.786999999999995,1,0.1,8.187000000000001,2.14,1,4
3,Home Office,Central,Office Supplies,Binders,43.83,3,0.0,14.400000000000002,2.14,3,4
3,Consumer,North Asia,Office Supplies,Fasteners,16.68,1,0.0,7.5,2.14,1,5
2,Corporate,Central Asia,Office Supplies,Labels,22.86,2,0.0,6.6000000000000005,2.14,3,4
2,Consumer,Central Asia,Office Supplies,Art,16.86,1,0.0,7.92,2.14,1,5
2,Home Office,North Asia,Office Supplies,Labels,17.88,2,0.0,5.16,2.14,3,2
0,Home Office,Southeast Asia,Office Supplies,Labels,10.335,2,0.47,-4.485000000000001,2.14,1,2
3,Corporate,Oceania,Office Supplies,Paper,30.239999999999995,2,0.1,0.660000000000001,2.14,3,6
3,Corporate,Oceania,Office Supplies,Binders,26.892,2,0.1,11.052,2.14,3,5
0,Consumer,Southeast Asia,Office Supplies,Labels,6.964200000000001,2,0.47,-4.915800000000001,2.14,0,3
3,Corporate,East,Office Supplies,Storage,37.208,1,0.2,-7.441600000000001,2.14,3,4
3,Consumer,West,Technology,Accessories,31.984,2,0.2,1.998999999999998,2.14,3,7
3,Consumer,West,Technology,Accessories,10.99,1,0.0,4.2861,2.14,2,6
3,Consumer,East,Furniture,Furnishings,19.92,4,0.0,6.573599999999999,2.14,3,6
2,Consumer,West,Furniture,Bookcases,145.764,6,0.7,-247.7988,2.14,3,3
3,Consumer,Central,Furniture,Furnishings,23.076,3,0.6,-10.961100000000002,2.14,3,4
0,Corporate,West,Office Supplies,Paper,11.76,2,0.0,5.7624,2.14,1,2
0,Consumer,East,Office Supplies,Labels,17.712,6,0.2,5.977799999999999,2.14,1,1
3,Corporate,West,Office Supplies,Binders,15.920000000000002,5,0.2,5.372999999999999,2.14,1,5
3,Home Office,West,Office Supplies,Paper,32.400000000000006,5,0.0,15.552,2.14,3,5
3,Consumer,West,Furniture,Furnishings,50.32,4,0.0,21.134400000000003,2.14,3,4
3,Corporate,Africa,Office Supplies,Art,57.816,8,0.7,-98.42399999999996,2.14,3,5
3,Consumer,Africa,Office Supplies,Binders,29.49,1,0.0,6.18,2.14,3,5
2,Consumer,EMEA,Office Supplies,Art,36.38400000000001,2,0.6,-51.876,2.14,3,5
0,Home Office,EMEA,Office Supplies,Binders,19.296,8,0.7,-18.14399999999999,2.14,3,1
1,Consumer,Africa,Office Supplies,Labels,8.370000000000001,1,0.0,0.5700000000000001,2.14,0,0
1,Corporate,EMEA,Technology,Accessories,45.048,1,0.6,-52.932,2.14,1,0
3,Consumer,Africa,Office Supplies,Supplies,10.467000000000002,1,0.7,-10.472999999999995,2.14,1,4
3,Consumer,North,Office Supplies,Fasteners,21.68,2,0.0,6.04,2.14,1,5
3,Consumer,North,Office Supplies,Binders,27.2,5,0.0,8.7,2.14,3,4
3,Home Office,Central,Furniture,Furnishings,28.62,3,0.4,-18.18,2.14,3,5
3,Home Office,Central,Office Supplies,Envelopes,25.6,4,0.0,9.92,2.139,1,4
3,Corporate,South,Office Supplies,Labels,50.22,9,0.0,1.98,2.139,3,4
3,Home Office,Central,Office Supplies,Envelopes,31.72,2,0.0,10.12,2.139,3,4
2,Consumer,Central,Office Supplies,Envelopes,9.84,1,0.0,3.92,2.138,1,5
3,Corporate,Central,Office Supplies,Envelopes,40.176,2,0.4,-6.064000000000002,2.137,3,5
2,Home Office,South,Office Supplies,Envelopes,19.02,3,0.0,9.12,2.136,1,2
3,Consumer,South,Office Supplies,Binders,23.928000000000004,4,0.7,-39.91199999999999,2.135,1,5
3,Corporate,South,Office Supplies,Labels,28.2,6,0.0,5.640000000000001,2.134,3,5
3,Consumer,South,Office Supplies,Envelopes,13.66,1,0.0,5.320000000000001,2.133,1,4
3,Consumer,North,Office Supplies,Binders,42.6,5,0.0,19.1,2.133,3,4
3,Home Office,Central,Office Supplies,Binders,39.36000000000001,2,0.4,-11.840000000000003,2.132,3,5
3,Corporate,Central,Office Supplies,Binders,22.86,3,0.0,10.739999999999998,2.131,2,6
3,Consumer,Central,Office Supplies,Envelopes,32.303999999999995,4,0.4,2.623999999999998,2.131,3,4
3,Consumer,North,Office Supplies,Envelopes,96.12,4,0.0,25.92,2.13,3,5
3,Consumer,South,Office Supplies,Storage,32.31,5,0.4,-21.54,2.13,3,7
3,Consumer,Central,Technology,Machines,37.026,1,0.15,9.126,2.13,3,4
0,Corporate,Central,Office Supplies,Art,14.97,2,0.5,-4.23,2.13,1,2
3,Consumer,South,Office Supplies,Supplies,31.5,3,0.0,5.67,2.13,3,5
3,Corporate,Central,Office Supplies,Binders,35.910000000000004,9,0.0,3.78,2.13,3,6
2,Corporate,Central,Office Supplies,Labels,14.04,2,0.0,5.04,2.13,1,2
3,Consumer,Central,Office Supplies,Binders,29.04,2,0.0,1.14,2.13,3,5
3,Consumer,North,Office Supplies,Fasteners,28.08,2,0.0,1.6800000000000002,2.13,3,5
2,Consumer,North,Office Supplies,Envelopes,15.599999999999998,2,0.0,2.46,2.13,1,4
3,Home Office,North,Office Supplies,Fasteners,27.18,2,0.0,0.0,2.13,2,7
3,Corporate,Central,Office Supplies,Binders,28.02,2,0.0,10.32,2.13,3,4
3,Consumer,Southeast Asia,Office Supplies,Labels,23.6592,4,0.47,-15.7008,2.13,3,5
3,Corporate,North Asia,Office Supplies,Art,70.38,3,0.0,18.99,2.13,3,5
0,Consumer,Southeast Asia,Furniture,Tables,714.8004,4,0.47,-107.91959999999996,2.13,3,3
3,Consumer,Central Asia,Office Supplies,Supplies,64.19999999999999,4,0.0,5.04,2.13,3,4
3,Corporate,Oceania,Office Supplies,Fasteners,27.18,2,0.0,4.86,2.13,3,5
3,Consumer,Oceania,Office Supplies,Labels,35.532000000000004,6,0.4,-23.148000000000003,2.13,3,5
2,Consumer,East,Office Supplies,Art,14.015999999999998,3,0.2,1.7519999999999998,2.13,1,3
1,Consumer,West,Office Supplies,Binders,7.28,2,0.2,2.7299999999999995,2.13,1,0
0,Corporate,East,Office Supplies,Art,16.032,6,0.2,2.204399999999998,2.13,0,1
0,Consumer,East,Office Supplies,Binders,21.36,5,0.2,7.209,2.13,3,2
3,Home Office,Central,Office Supplies,Binders,74.76,3,0.0,34.3896,2.13,3,4
3,Consumer,Central,Office Supplies,Paper,20.07,3,0.0,9.2322,2.13,1,4
3,Corporate,East,Office Supplies,Storage,28.14,3,0.0,7.879200000000001,2.13,3,5
2,Corporate,Central,Office Supplies,Paper,19.648,2,0.2,6.631199999999999,2.13,3,4
3,Consumer,West,Furniture,Furnishings,30.8,4,0.0,10.163999999999998,2.13,3,4
3,Consumer,Central,Office Supplies,Supplies,16.9,2,0.0,5.069999999999999,2.13,3,5
3,Corporate,West,Office Supplies,Envelopes,23.36,2,0.0,11.68,2.13,3,7
0,Corporate,West,Furniture,Furnishings,12.18,7,0.0,3.8976,2.13,3,3
2,Corporate,Central,Office Supplies,Labels,45.36,9,0.2,14.741999999999996,2.13,3,3
2,Corporate,Central,Office Supplies,Paper,10.368000000000002,2,0.2,3.6288,2.13,1,2
0,Consumer,Central,Technology,Phones,11.12,2,0.2,3.475,2.13,0,3
2,Consumer,West,Technology,Accessories,21.98,2,0.0,8.5722,2.13,1,5
3,Consumer,Africa,Office Supplies,Art,40.25999999999999,2,0.0,10.44,2.13,3,6
3,Consumer,Africa,Furniture,Chairs,48.21,1,0.0,11.55,2.13,3,5
1,Consumer,Africa,Office Supplies,Art,7.605,1,0.7,-10.904999999999998,2.13,1,0
0,Consumer,EMEA,Technology,Accessories,8.127000000000002,1,0.7,-12.753000000000002,2.13,1,2
3,Consumer,EMEA,Office Supplies,Fasteners,32.736000000000004,8,0.6,-24.624,2.13,3,4
3,Corporate,EMEA,Office Supplies,Paper,17.61,1,0.0,3.51,2.13,2,6
2,Consumer,EMEA,Technology,Accessories,9.216,1,0.7,-12.293999999999995,2.13,1,5
0,Corporate,Africa,Office Supplies,Fasteners,11.82,1,0.0,3.9,2.13,3,3
3,Corporate,EMEA,Office Supplies,Binders,27.0,2,0.0,8.64,2.13,1,5
3,Consumer,North,Office Supplies,Art,16.48,2,0.0,2.28,2.128,2,6
3,Consumer,North,Office Supplies,Binders,18.44,2,0.0,9.0,2.1260000000000003,3,5
0,Consumer,Central,Office Supplies,Labels,21.9,3,0.0,8.280000000000001,2.1260000000000003,3,3
3,Consumer,South,Office Supplies,Envelopes,24.024,2,0.4,3.184,2.125,3,4
3,Corporate,Central,Office Supplies,Art,27.936,4,0.4,-8.864000000000004,2.123,3,5
0,Consumer,Central,Office Supplies,Fasteners,8.328,2,0.4,-2.2320000000000007,2.123,1,3
3,Consumer,Central,Technology,Phones,106.32,2,0.0,52.08,2.122,3,6
3,Corporate,Central,Office Supplies,Binders,53.89999999999999,7,0.0,3.22,2.122,3,6
0,Consumer,South,Furniture,Furnishings,7.571999999999998,1,0.4,-0.768,2.12,0,3
3,Consumer,South,Office Supplies,Binders,50.34,1,0.0,3.0,2.12,3,5
2,Corporate,North,Furniture,Furnishings,13.293,1,0.3,-3.447,2.12,0,3
3,Consumer,Central,Office Supplies,Labels,36.72,3,0.0,12.060000000000002,2.12,3,6
3,Consumer,South,Office Supplies,Fasteners,18.66,1,0.0,8.94,2.12,1,4
3,Consumer,Oceania,Office Supplies,Supplies,43.551,1,0.1,17.391,2.12,3,4
3,Consumer,North Asia,Office Supplies,Supplies,46.25999999999999,3,0.0,11.07,2.12,3,5
3,Consumer,Southeast Asia,Furniture,Furnishings,29.805900000000005,1,0.27,2.835899999999997,2.12,3,4
1,Corporate,Southeast Asia,Office Supplies,Fasteners,52.2315,9,0.47,-0.1485000000000056,2.12,1,0
3,Consumer,Oceania,Office Supplies,Paper,30.402,2,0.1,3.702,2.12,3,6
3,Corporate,Oceania,Office Supplies,Fasteners,25.110000000000003,2,0.1,6.69,2.12,3,5
0,Home Office,Oceania,Office Supplies,Fasteners,14.418,1,0.1,0.6179999999999997,2.12,1,2
2,Consumer,Oceania,Office Supplies,Binders,47.925,5,0.1,7.875000000000002,2.12,3,2
2,Consumer,Oceania,Office Supplies,Envelopes,13.103999999999996,2,0.4,-4.415999999999999,2.12,1,4
3,Consumer,Oceania,Office Supplies,Fasteners,33.36,2,0.0,15.0,2.12,3,7
2,Consumer,Oceania,Furniture,Furnishings,26.370000000000005,1,0.0,9.75,2.12,3,2
3,Home Office,Oceania,Furniture,Furnishings,32.03999999999999,2,0.0,6.720000000000001,2.12,3,6
3,Corporate,East,Office Supplies,Storage,32.7,3,0.0,8.501999999999999,2.12,3,4
2,Corporate,East,Furniture,Furnishings,40.48,2,0.0,15.7872,2.12,3,5
3,Consumer,West,Office Supplies,Art,43.176,3,0.2,4.3176000000000005,2.12,3,6
1,Consumer,Central,Office Supplies,Paper,14.352000000000002,3,0.2,5.2026,2.12,0,0
3,Home Office,West,Furniture,Chairs,40.784,1,0.2,4.588199999999999,2.12,3,5
3,Corporate,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022,2.12,1,5
3,Corporate,Central,Office Supplies,Fasteners,18.24,3,0.0,9.12,2.12,1,4
3,Consumer,West,Office Supplies,Fasteners,30.4,5,0.0,15.2,2.12,3,7
2,Corporate,West,Office Supplies,Storage,10.68,1,0.0,2.8836000000000004,2.12,1,2
1,Consumer,East,Office Supplies,Binders,6.732000000000002,6,0.7,-4.487999999999998,2.12,1,0
2,Corporate,EMEA,Office Supplies,Envelopes,19.35,1,0.0,2.1,2.12,3,3
3,Corporate,EMEA,Office Supplies,Art,30.96,2,0.0,5.22,2.12,3,4
2,Consumer,EMEA,Furniture,Furnishings,22.632,1,0.6,-9.078000000000005,2.12,3,5
3,Corporate,Canada,Office Supplies,Supplies,13.56,1,0.0,2.97,2.12,2,7
3,Corporate,Africa,Office Supplies,Art,26.820000000000007,2,0.7,-45.6,2.12,3,5
3,Consumer,Africa,Office Supplies,Fasteners,13.5,1,0.0,5.4,2.12,2,7
3,Home Office,EMEA,Office Supplies,Storage,43.752,2,0.6,-54.707999999999984,2.12,2,7
2,Corporate,Africa,Technology,Copiers,140.94,1,0.0,38.04,2.12,1,2
3,Consumer,Africa,Office Supplies,Envelopes,23.79,1,0.0,2.85,2.12,3,4
3,Corporate,Canada,Office Supplies,Labels,21.72,2,0.0,2.82,2.12,1,4
3,Consumer,EMEA,Office Supplies,Fasteners,28.86,2,0.0,14.1,2.12,3,5
3,Consumer,EMEA,Office Supplies,Envelopes,49.83,1,0.0,4.98,2.12,3,5
3,Home Office,North,Office Supplies,Binders,61.620000000000005,3,0.0,20.94,2.118,3,4
3,Consumer,North,Office Supplies,Art,31.5,3,0.0,11.64,2.118,2,6
3,Consumer,North,Office Supplies,Envelopes,14.82,1,0.0,0.1399999999999999,2.116,1,4
3,Consumer,North,Office Supplies,Fasteners,22.76,2,0.0,0.2,2.113,3,7
3,Consumer,South,Office Supplies,Paper,17.76,1,0.0,7.1,2.113,3,6
3,Consumer,South,Office Supplies,Art,44.940000000000005,3,0.0,18.42,2.112,3,5
3,Consumer,Caribbean,Office Supplies,Labels,19.2,4,0.2,1.4400000000000006,2.111,2,7
3,Consumer,South,Office Supplies,Supplies,43.86,3,0.0,11.82,2.111,3,4
3,Home Office,Central,Office Supplies,Art,40.632,2,0.4,-25.768000000000008,2.111,3,5
3,Consumer,Central,Office Supplies,Fasteners,31.520000000000003,4,0.0,4.08,2.1100000000000003,3,7
3,Corporate,North,Office Supplies,Binders,15.76,4,0.0,3.12,2.1100000000000003,3,4
3,Corporate,South,Office Supplies,Binders,37.08,3,0.0,16.650000000000002,2.11,3,4
3,Corporate,Central,Office Supplies,Labels,25.379999999999995,3,0.0,9.63,2.11,1,5
3,Corporate,North,Office Supplies,Art,26.64,2,0.5,-21.9,2.11,3,5
3,Consumer,Central,Office Supplies,Binders,17.1,3,0.0,7.11,2.11,2,6
3,Home Office,North Asia,Office Supplies,Fasteners,17.1,3,0.5,-16.830000000000002,2.11,2,7
3,Corporate,Southeast Asia,Office Supplies,Binders,23.2566,2,0.17,-3.6834,2.11,3,7
2,Consumer,Oceania,Office Supplies,Supplies,23.832,2,0.4,-0.8280000000000012,2.11,1,2
3,Consumer,North Asia,Office Supplies,Labels,28.08,3,0.0,13.68,2.11,3,7
3,Consumer,Central Asia,Office Supplies,Labels,61.02,6,0.0,19.44,2.11,3,4
3,Consumer,Southeast Asia,Office Supplies,Paper,31.704600000000006,2,0.47,-4.235400000000006,2.11,3,6
3,Corporate,Oceania,Office Supplies,Fasteners,17.244,2,0.4,-3.216000000000003,2.11,3,5
3,Home Office,Oceania,Office Supplies,Binders,26.76,4,0.0,5.04,2.11,3,4
2,Consumer,West,Office Supplies,Paper,12.96,2,0.0,6.2208000000000006,2.11,0,2
3,Consumer,Central,Office Supplies,Storage,30.016000000000005,4,0.2,3.0016,2.11,3,4
0,Home Office,West,Office Supplies,Art,19.83,1,0.0,5.948999999999998,2.11,3,2
3,Consumer,East,Office Supplies,Storage,35.48,1,0.0,0.0,2.11,3,6
3,Corporate,Central,Office Supplies,Paper,13.56,2,0.0,6.2376,2.11,1,4
3,Corporate,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2.11,3,6
3,Corporate,South,Office Supplies,Binders,30.44,2,0.0,14.9156,2.11,3,4
3,Home Office,Africa,Office Supplies,Art,25.05,1,0.0,1.5,2.11,3,5
3,Home Office,Africa,Office Supplies,Binders,28.512,6,0.7,-58.96799999999999,2.11,3,5
1,Corporate,Africa,Office Supplies,Art,14.283,1,0.7,-24.297,2.11,1,0
2,Corporate,Africa,Technology,Accessories,12.582,1,0.7,-13.847999999999995,2.11,1,2
3,Consumer,EMEA,Office Supplies,Art,18.87,1,0.0,4.71,2.11,1,5
3,Corporate,Africa,Office Supplies,Storage,23.97,1,0.0,0.4499999999999999,2.11,2,7
3,Home Office,EMEA,Furniture,Furnishings,20.07,1,0.0,9.42,2.11,1,4
3,Consumer,EMEA,Office Supplies,Binders,20.112,4,0.6,-23.687999999999995,2.11,1,4
3,Corporate,North,Office Supplies,Supplies,45.39999999999999,2,0.0,15.88,2.108,3,6
2,Corporate,Central,Office Supplies,Paper,47.52,4,0.4,-20.64,2.108,3,4
3,Consumer,Central,Office Supplies,Storage,22.056,1,0.4,-6.624000000000002,2.104,1,4
2,Corporate,South,Office Supplies,Labels,14.039999999999996,3,0.0,6.419999999999999,2.104,0,2
2,Home Office,South,Office Supplies,Fasteners,32.52,3,0.0,9.06,2.103,3,5
3,Home Office,North,Office Supplies,Art,41.2,5,0.0,5.699999999999999,2.101,3,4
3,Consumer,Central,Technology,Accessories,39.48,2,0.0,19.32,2.1,3,5
3,Corporate,Central,Office Supplies,Storage,47.52,2,0.1,21.12,2.1,3,7
3,Corporate,Central,Office Supplies,Fasteners,14.91,1,0.0,3.12,2.1,1,4
3,Home Office,Central,Office Supplies,Envelopes,35.849999999999994,1,0.0,5.01,2.1,3,4
3,Home Office,North Asia,Office Supplies,Paper,33.239999999999995,2,0.0,12.24,2.1,1,4
3,Home Office,Southeast Asia,Office Supplies,Supplies,26.58480000000001,2,0.47,-7.075200000000006,2.1,3,5
2,Consumer,Oceania,Office Supplies,Binders,51.84,2,0.1,2.880000000000001,2.1,3,5
2,Corporate,Oceania,Office Supplies,Labels,13.428,2,0.4,1.0679999999999996,2.1,1,2
3,Corporate,North Asia,Office Supplies,Binders,33.959999999999994,2,0.0,7.08,2.1,3,5
3,Corporate,Southeast Asia,Office Supplies,Art,31.1355,3,0.45,1.0755000000000088,2.1,3,5
1,Home Office,Southeast Asia,Office Supplies,Paper,35.997600000000006,4,0.47,-8.882400000000004,2.1,1,0
0,Corporate,Oceania,Office Supplies,Paper,80.67600000000002,3,0.1,12.545999999999996,2.1,3,2
3,Corporate,Oceania,Technology,Accessories,51.624,2,0.4,-30.995999999999995,2.1,3,6
3,Home Office,Oceania,Office Supplies,Labels,12.672,2,0.4,-4.248000000000001,2.1,2,7
1,Consumer,West,Office Supplies,Art,13.48,4,0.0,5.931200000000001,2.1,0,0
3,Consumer,West,Office Supplies,Paper,19.92,5,0.2,6.723000000000001,2.1,3,5
2,Corporate,East,Technology,Accessories,26.0,2,0.0,11.7,2.1,3,4
0,Corporate,Central,Office Supplies,Binders,9.359999999999998,4,0.8,-16.380000000000003,2.1,1,3
3,Home Office,Central,Furniture,Furnishings,22.848,3,0.6,-17.707200000000007,2.1,3,6
0,Corporate,West,Office Supplies,Paper,33.4,5,0.0,16.032,2.1,3,1
3,Consumer,East,Office Supplies,Paper,18.264000000000003,3,0.2,6.1641,2.1,1,5
3,Corporate,East,Technology,Phones,36.738,1,0.4,-9.184500000000003,2.1,3,4
3,Corporate,East,Office Supplies,Art,27.36,9,0.0,9.3024,2.1,3,6
2,Consumer,West,Office Supplies,Labels,56.7,9,0.0,26.082,2.1,3,4
2,Consumer,East,Furniture,Furnishings,31.968000000000004,2,0.2,6.393599999999999,2.1,3,5
3,Consumer,Africa,Office Supplies,Binders,30.450000000000003,1,0.0,15.21,2.1,3,5
3,Consumer,Africa,Technology,Machines,115.44,1,0.0,49.62,2.1,3,4
0,Home Office,EMEA,Office Supplies,Supplies,11.172,1,0.6,-5.327999999999999,2.1,1,3
3,Home Office,Africa,Office Supplies,Labels,23.34,2,0.0,7.199999999999999,2.1,3,4
3,Home Office,Africa,Office Supplies,Labels,51.6,4,0.0,10.8,2.1,3,7
2,Consumer,Africa,Office Supplies,Labels,8.459999999999999,1,0.0,3.21,2.1,1,2
1,Corporate,Africa,Office Supplies,Binders,14.832,4,0.7,-12.407999999999994,2.1,0,0
3,Consumer,EMEA,Furniture,Furnishings,14.994000000000003,2,0.7,-19.506,2.1,1,4
3,Consumer,EMEA,Office Supplies,Art,52.8,4,0.0,0.96,2.1,3,4
1,Consumer,EMEA,Office Supplies,Paper,11.184,1,0.6,-3.096,2.1,0,0
3,Consumer,EMEA,Office Supplies,Labels,51.6,4,0.0,10.8,2.1,3,5
3,Home Office,North,Furniture,Furnishings,33.648,2,0.4,-19.632,2.099,2,6
3,Corporate,North,Office Supplies,Binders,32.82000000000001,1,0.0,9.18,2.098,2,7
3,Consumer,South,Office Supplies,Envelopes,32.04,2,0.0,10.88,2.098,3,5
3,Corporate,Caribbean,Office Supplies,Fasteners,20.58,3,0.0,5.340000000000001,2.0940000000000003,2,7
2,Corporate,Central,Office Supplies,Labels,23.2,5,0.0,3.0,2.0940000000000003,3,5
3,Consumer,Central,Furniture,Chairs,62.028000000000006,3,0.4,9.288000000000006,2.0940000000000003,3,5
3,Consumer,South,Office Supplies,Supplies,31.68,2,0.0,10.76,2.0940000000000003,3,5
3,Home Office,Central,Office Supplies,Labels,12.919999999999998,2,0.0,4.88,2.0940000000000003,2,7
3,Consumer,South,Office Supplies,Fasteners,16.800000000000004,3,0.0,7.2,2.093,1,5
3,Consumer,South,Office Supplies,Art,37.0,5,0.0,13.6,2.092,3,6
3,Corporate,South,Office Supplies,Envelopes,43.164,3,0.4,-5.796000000000007,2.092,3,5
3,Consumer,Central,Office Supplies,Binders,34.4,4,0.0,2.4,2.092,3,4
3,Corporate,North,Office Supplies,Storage,35.9,5,0.0,14.3,2.092,3,5
3,Home Office,Central,Office Supplies,Binders,53.63999999999999,6,0.0,11.7,2.09,3,5
3,Corporate,Central,Office Supplies,Labels,27.81,3,0.0,12.78,2.09,3,7
0,Consumer,South,Office Supplies,Fasteners,13.8,2,0.5,-11.04,2.09,1,1
3,Home Office,North,Office Supplies,Art,27.48,1,0.5,-8.25,2.09,3,4
3,Consumer,South,Office Supplies,Storage,43.2,1,0.1,11.04,2.09,3,4
3,Home Office,Central,Office Supplies,Storage,51.678,1,0.1,22.968,2.09,3,6
3,Consumer,Central Asia,Office Supplies,Labels,53.64,6,0.0,15.48,2.09,3,5
3,Consumer,Southeast Asia,Office Supplies,Labels,56.364,8,0.45,-22.596,2.09,3,5
3,Corporate,Oceania,Office Supplies,Appliances,230.36400000000003,3,0.1,-5.166000000000004,2.09,3,6
0,Corporate,North Asia,Office Supplies,Labels,9.75,1,0.0,2.34,2.09,3,3
3,Consumer,North Asia,Office Supplies,Binders,33.3,2,0.0,8.94,2.09,3,7
3,Consumer,Oceania,Office Supplies,Envelopes,32.157000000000004,3,0.1,9.207,2.09,3,5
3,Consumer,Southeast Asia,Office Supplies,Envelopes,27.7614,2,0.47,-10.518600000000005,2.09,1,5
3,Corporate,Southeast Asia,Technology,Accessories,32.754000000000005,2,0.47,-14.226000000000004,2.09,3,5
2,Corporate,Southeast Asia,Office Supplies,Labels,47.5251,7,0.47,-12.744900000000005,2.09,3,5
3,Consumer,Central Asia,Office Supplies,Binders,44.55,5,0.0,1.2,2.09,3,4
3,Consumer,Southeast Asia,Office Supplies,Envelopes,35.44200000000001,6,0.45,-27.738,2.09,3,5
2,Home Office,Oceania,Office Supplies,Binders,31.185,3,0.1,7.244999999999999,2.09,3,5
3,Consumer,North Asia,Office Supplies,Fasteners,47.28,4,0.0,0.36,2.09,3,4
2,Corporate,Southeast Asia,Office Supplies,Storage,17.928,2,0.17,1.7279999999999998,2.09,3,2
3,Consumer,Oceania,Office Supplies,Paper,30.564,2,0.1,8.123999999999999,2.09,3,4
2,Consumer,South,Technology,Accessories,17.880000000000003,3,0.2,2.458499999999999,2.09,1,2
3,Corporate,Central,Office Supplies,Binders,18.28,2,0.0,9.14,2.09,2,6
3,Corporate,West,Office Supplies,Art,35.82,9,0.0,11.820599999999995,2.09,3,7
3,Corporate,South,Office Supplies,Binders,17.96,4,0.0,8.2616,2.09,3,4
2,Consumer,West,Office Supplies,Fasteners,9.42,2,0.0,0.4710000000000001,2.09,0,2
3,Corporate,South,Technology,Phones,36.99,1,0.0,9.9873,2.09,3,5
3,Consumer,Central,Office Supplies,Binders,24.1,5,0.0,11.086,2.09,3,4
3,Home Office,Central,Office Supplies,Labels,37.59,3,0.0,17.667299999999997,2.09,3,6
3,Consumer,Central,Technology,Accessories,47.904,1,0.2,-2.994000000000001,2.09,3,5
0,Consumer,Africa,Office Supplies,Labels,13.56,2,0.0,0.78,2.09,1,1
0,Corporate,EMEA,Office Supplies,Binders,28.8,2,0.0,1.44,2.09,0,3
